date,tenor,yield
2025-03-25,7.0,15.0639
2025-03-25,10.0,14.873
2025-03-25,15.0,14.7137
2025-03-25,20.0,14.6513
2025-03-26,0.25,21.0852
2025-03-26,0.5,19.6093
2025-03-26,0.75,18.5675
2025-03-26,1.0,17.8221
2025-03-26,2.0,16.3522
2025-03-26,3.0,15.8195
2025-03-26,5.0,15.3949
2025-03-26,7.0,15.1893
2025-03-26,10.0,15.0108
2025-03-26,15.0,14.8711
2025-03-26,20.0,14.8174
2025-03-27,0.25,21.2516
2025-03-27,0.5,19.736
2025-03-27,0.75,18.6702
2025-03-27,1.0,17.9088
2025-03-27,2.0,16.413
2025-03-27,3.0,15.8945
2025-03-27,5.0,15.5057
2025-03-27,7.0,15.3079
2025-03-27,10.0,15.0961
2025-03-27,15.0,14.9089
2025-03-27,20.0,14.8349
2025-03-28,0.25,21.4703
2025-03-28,0.5,19.917
2025-03-28,0.75,18.834
2025-03-28,1.0,18.0667
2025-03-28,2.0,16.5619
2025-03-28,3.0,16.0009
2025-03-28,5.0,15.553
2025-03-28,7.0,15.3555
2025-03-28,10.0,15.2035
2025-03-28,15.0,15.0846
2025-03-28,20.0,15.0293
2025-03-31,0.25,21.5189
2025-03-31,0.5,20.0384
2025-03-31,0.75,18.9759
2025-03-31,1.0,18.2042
2025-03-31,2.0,16.656
2025-03-31,3.0,16.1145
2025-03-31,5.0,15.7231
2025-03-31,7.0,15.5308
2025-03-31,10.0,15.3253
2025-03-31,15.0,15.1415
2025-03-31,20.0,15.0696
2025-04-01,0.25,21.503
2025-04-01,0.5,20.174
2025-04-01,0.75,19.1544
2025-04-01,1.0,18.3667
2025-04-01,2.0,16.6222
2025-04-01,3.0,15.9695
2025-04-01,5.0,15.5441
2025-04-01,7.0,15.3802
2025-04-01,10.0,15.2224
2025-04-01,15.0,15.0854
2025-04-01,20.0,15.0259
2025-04-02,0.25,21.5926
2025-04-02,0.5,20.1725
2025-04-02,0.75,19.1119
2025-04-02,1.0,18.3134
2025-04-02,2.0,16.6347
2025-04-02,3.0,16.0603
2025-04-02,5.0,15.6656
2025-04-02,7.0,15.4841
2025-04-02,10.0,15.3173
2025-04-02,15.0,15.1847
2025-04-02,20.0,15.1293
2025-04-03,0.25,21.6633
2025-04-03,0.5,20.2237
2025-04-03,0.75,19.1702
2025-04-03,1.0,18.3934
2025-04-03,2.0,16.8372
2025-04-03,3.0,16.3646
2025-04-03,5.0,16.0064
2025-04-03,7.0,15.7838
2025-04-03,10.0,15.5586
2025-04-03,15.0,15.3955
2025-04-03,20.0,15.3444
2025-04-04,0.25,21.5714
2025-04-04,0.5,20.2766
2025-04-04,0.75,19.3041
2025-04-04,1.0,18.5702
2025-04-04,2.0,17.0372
2025-04-04,3.0,16.5418
2025-04-04,5.0,16.1753
2025-04-04,7.0,15.9646
2025-04-04,10.0,15.7559
2025-04-04,15.0,15.6031
2025-04-04,20.0,15.5523
2025-04-07,0.25,21.2672
2025-04-07,0.5,20.2222
2025-04-07,0.75,19.3961
2025-04-07,1.0,18.7403
2025-04-07,2.0,17.2403
2025-04-07,3.0,16.7029
2025-04-07,5.0,16.3555
2025-04-07,7.0,16.2033
2025-04-07,10.0,16.0406
2025-04-07,15.0,15.8981
2025-04-07,20.0,15.8394
2025-04-08,0.25,21.4674
2025-04-08,0.5,20.0426
2025-04-08,0.75,19.029
2025-04-08,1.0,18.3015
2025-04-08,2.0,16.9006
2025-04-08,3.0,16.468
2025-04-08,5.0,16.1602
2025-04-08,7.0,15.9847
2025-04-08,10.0,15.7942
2025-04-08,15.0,15.6329
2025-04-08,20.0,15.5762
2025-04-09,0.25,21.251
2025-04-09,0.5,20.1189
2025-04-09,0.75,19.2859
2025-04-09,1.0,18.6679
2025-04-09,2.0,17.3839
2025-04-09,3.0,16.9136
2025-04-09,5.0,16.5414
2025-04-09,7.0,16.3419
2025-04-09,10.0,16.1348
2025-04-09,15.0,15.9499
2025-04-09,20.0,15.8805
2025-04-10,0.25,21.1787
2025-04-10,0.5,20.0665
2025-04-10,0.75,19.2354
2025-04-10,1.0,18.6081
2025-04-10,2.0,17.2532
2025-04-10,3.0,16.7216
2025-04-10,5.0,16.2633
2025-04-10,7.0,16.0153
2025-04-10,10.0,15.7803
2025-04-10,15.0,15.5943
2025-04-10,20.0,15.5267
2025-04-11,0.25,21.1785
2025-04-11,0.5,19.987
2025-04-11,0.75,19.1044
2025-04-11,1.0,18.4447
2025-04-11,2.0,17.0272
2025-04-11,3.0,16.4486
2025-04-11,5.0,15.9626
2025-04-11,7.0,15.7281
2025-04-11,10.0,15.5208
2025-04-11,15.0,15.345
2025-04-11,20.0,15.2663
2025-04-14,0.25,21.0024
2025-04-14,0.5,19.9525
2025-04-14,0.75,19.1434
2025-04-14,1.0,18.5141
2025-04-14,2.0,17.0608
2025-04-14,3.0,16.4216
2025-04-14,5.0,15.8909
2025-04-14,7.0,15.6547
2025-04-14,10.0,15.4489
2025-04-14,15.0,15.2568
2025-04-14,20.0,15.1646
2025-04-15,0.25,21.1338
2025-04-15,0.5,19.9307
2025-04-15,0.75,19.0514
2025-04-15,1.0,18.4
2025-04-15,2.0,17.0179
2025-04-15,3.0,16.4671
2025-04-15,5.0,16.0229
2025-04-15,7.0,15.8254
2025-04-15,10.0,15.656
2025-04-15,15.0,15.4906
2025-04-15,20.0,15.4112
2025-04-16,0.25,21.2718
2025-04-16,0.5,19.9215
2025-04-16,0.75,18.962
2025-04-16,1.0,18.2691
2025-04-16,2.0,16.8629
2025-04-16,3.0,16.3241
2025-04-16,5.0,15.8918
2025-04-16,7.0,15.6971
2025-04-16,10.0,15.5317
2025-04-16,15.0,15.3763
2025-04-16,20.0,15.3029
2025-04-17,0.25,21.1495
2025-04-17,0.5,19.6558
2025-04-17,0.75,18.6576
2025-04-17,1.0,17.9804
2025-04-17,2.0,16.7457
2025-04-17,3.0,16.2766
2025-04-17,5.0,15.8725
2025-04-17,7.0,15.6838
2025-04-17,10.0,15.5421
2025-04-17,15.0,15.4368
2025-04-17,20.0,15.4017
2025-04-18,0.25,20.7802
2025-04-18,0.5,19.7745
2025-04-18,0.75,19.0063
2025-04-18,1.0,18.4139
2025-04-18,2.0,17.0658
2025-04-18,3.0,16.4767
2025-04-18,5.0,15.9984
2025-04-18,7.0,15.7933
2025-04-18,10.0,15.6185
2025-04-18,15.0,15.4599
2025-04-18,20.0,15.3831
2025-04-21,0.25,20.8768
2025-04-21,0.5,19.827
2025-04-21,0.75,19.027
2025-04-21,1.0,18.4118
2025-04-21,2.0,17.0216
2025-04-21,3.0,16.4228
2025-04-21,5.0,15.9224
2025-04-21,7.0,15.695
2025-04-21,10.0,15.4986
2025-04-21,15.0,15.315
2025-04-21,20.0,15.2279
2025-04-22,0.25,21.0368
2025-04-22,0.5,19.7797
2025-04-22,0.75,18.8726
2025-04-22,1.0,18.2085
2025-04-22,2.0,16.8356
2025-04-22,3.0,16.3047
2025-04-22,5.0,15.883
2025-04-22,7.0,15.6933
2025-04-22,10.0,15.5293
2025-04-22,15.0,15.3749
2025-04-22,20.0,15.3019
2025-04-23,0.25,21.1488
2025-04-23,0.5,19.7598
2025-04-23,0.75,18.8056
2025-04-23,1.0,18.1398
2025-04-23,2.0,16.8552
2025-04-23,3.0,16.3502
2025-04-23,5.0,15.9255
2025-04-23,7.0,15.7357
2025-04-23,10.0,15.5945
2025-04-23,15.0,15.4935
2025-04-23,20.0,15.4513
2025-04-24,0.25,20.8797
2025-04-24,0.5,19.768
2025-04-24,0.75,18.9406
2025-04-24,1.0,18.3223
2025-04-24,2.0,16.9772
2025-04-24,3.0,16.3783
2025-04-24,5.0,15.8576
2025-04-24,7.0,15.6228
2025-04-24,10.0,15.4388
2025-04-24,15.0,15.2826
2025-04-24,20.0,15.2123
2025-04-25,0.25,20.8335
2025-04-25,0.5,19.6969
2025-04-25,0.75,18.8607
2025-04-25,1.0,18.2362
2025-04-25,2.0,16.8748
2025-04-25,3.0,16.2794
2025-04-25,5.0,15.7663
2025-04-25,7.0,15.5444
2025-04-25,10.0,15.3865
2025-04-25,15.0,15.2658
2025-04-25,20.0,15.2119
2025-04-28,0.25,20.7426
2025-04-28,0.5,19.4443
2025-04-28,0.75,18.5596
2025-04-28,1.0,17.9498
2025-04-28,2.0,16.7923
2025-04-28,3.0,16.3118
2025-04-28,5.0,15.8731
2025-04-28,7.0,15.6739
2025-04-28,10.0,15.5457
2025-04-28,15.0,15.4579
2025-04-28,20.0,15.4242
2025-04-29,0.25,20.9639
2025-04-29,0.5,19.7797
2025-04-29,0.75,18.9406
2025-04-29,1.0,18.3375
2025-04-29,2.0,17.1031
2025-04-29,3.0,16.5732
2025-04-29,5.0,16.101
2025-04-29,7.0,15.885
2025-04-29,10.0,15.7288
2025-04-29,15.0,15.6175
2025-04-29,20.0,15.5731
2025-04-30,0.25,20.3272
2025-04-30,0.5,19.3979
2025-04-30,0.75,18.7081
2025-04-30,1.0,18.1908
2025-04-30,2.0,17.0566
2025-04-30,3.0,16.5299
2025-04-30,5.0,16.0406
2025-04-30,7.0,15.8067
2025-04-30,10.0,15.6296
2025-04-30,15.0,15.4879
2025-04-30,20.0,15.4325
2025-05-02,0.25,20.6681
2025-05-02,0.5,19.5344
2025-05-02,0.75,18.7584
2025-05-02,1.0,18.2319
2025-05-02,2.0,17.2829
2025-05-02,3.0,16.8631
2025-05-02,5.0,16.3528
2025-05-02,7.0,16.0309
2025-05-02,10.0,15.7905
2025-05-02,15.0,15.6538
2025-05-02,20.0,15.6359
2025-05-05,0.25,20.8791
2025-05-05,0.5,19.8993
2025-05-05,0.75,19.1753
2025-05-05,1.0,18.6446
2025-05-05,2.0,17.5182
2025-05-05,3.0,16.9708
2025-05-05,5.0,16.4115
2025-05-05,7.0,16.1182
2025-05-05,10.0,15.8948
2025-05-05,15.0,15.7325
2025-05-05,20.0,15.6783
2025-05-06,0.25,20.883
2025-05-06,0.5,19.7028
2025-05-06,0.75,18.8918
2025-05-06,1.0,18.3389
2025-05-06,2.0,17.3315
2025-05-06,3.0,16.902
2025-05-06,5.0,16.4344
2025-05-06,7.0,16.1616
2025-05-06,10.0,15.958
2025-05-06,15.0,15.8391
2025-05-06,20.0,15.8185
2025-05-07,0.25,20.5406
2025-05-07,0.5,19.6401
2025-05-07,0.75,18.9453
2025-05-07,1.0,18.4101
2025-05-07,2.0,17.186
2025-05-07,3.0,16.6194
2025-05-07,5.0,16.1358
2025-05-07,7.0,15.9231
2025-05-07,10.0,15.7523
2025-05-07,15.0,15.6059
2025-05-07,20.0,15.5389
2025-05-08,0.25,20.2938
2025-05-08,0.5,19.044
2025-05-08,0.75,18.2324
2025-05-08,1.0,17.7045
2025-05-08,2.0,16.806
2025-05-08,3.0,16.4135
2025-05-08,5.0,16.0183
2025-05-08,7.0,15.8325
2025-05-08,10.0,15.7249
2025-05-08,15.0,15.6597
2025-05-08,20.0,15.6417
2025-05-12,0.25,20.5387
2025-05-12,0.5,19.4195
2025-05-12,0.75,18.6282
2025-05-12,1.0,18.0627
2025-05-12,2.0,16.9241
2025-05-12,3.0,16.4443
2025-05-12,5.0,16.0232
2025-05-12,7.0,15.8373
2025-05-12,10.0,15.7118
2025-05-12,15.0,15.6171
2025-05-12,20.0,15.5827
2025-05-13,0.25,20.5286
2025-05-13,0.5,19.3498
2025-05-13,0.75,18.557
2025-05-13,1.0,18.0188
2025-05-13,2.0,17.0211
2025-05-13,3.0,16.5941
2025-05-13,5.0,16.1891
2025-05-13,7.0,15.9895
2025-05-13,10.0,15.8416
2025-05-13,15.0,15.7484
2025-05-13,20.0,15.7238
2025-05-14,0.25,20.7614
2025-05-14,0.5,19.6012
2025-05-14,0.75,18.7719
2025-05-14,1.0,18.1691
2025-05-14,2.0,16.9205
2025-05-14,3.0,16.4176
2025-05-14,5.0,16.0208
2025-05-14,7.0,15.8635
2025-05-14,10.0,15.7432
2025-05-14,15.0,15.6179
2025-05-14,20.0,15.5521
2025-05-15,0.25,20.7147
2025-05-15,0.5,19.558
2025-05-15,0.75,18.7462
2025-05-15,1.0,18.1689
2025-05-15,2.0,17.0142
2025-05-15,3.0,16.5412
2025-05-15,5.0,16.1332
2025-05-15,7.0,15.9541
2025-05-15,10.0,15.8307
2025-05-15,15.0,15.7394
2025-05-15,20.0,15.7058
2025-05-16,0.25,20.3799
2025-05-16,0.5,19.3166
2025-05-16,0.75,18.5619
2025-05-16,1.0,18.021
2025-05-16,2.0,16.9292
2025-05-16,3.0,16.4728
2025-05-16,5.0,16.076
2025-05-16,7.0,15.904
2025-05-16,10.0,15.7912
2025-05-16,15.0,15.7017
2025-05-16,20.0,15.6652
2025-05-19,0.25,20.0471
2025-05-19,0.5,18.9877
2025-05-19,0.75,18.2666
2025-05-19,1.0,17.7695
2025-05-19,2.0,16.8151
2025-05-19,3.0,16.3845
2025-05-19,5.0,15.9784
2025-05-19,7.0,15.7986
2025-05-19,10.0,15.691
2025-05-19,15.0,15.6222
2025-05-19,20.0,15.6025
2025-05-20,0.25,20.3444
2025-05-20,0.5,19.357
2025-05-20,0.75,18.6212
2025-05-20,1.0,18.0665
2025-05-20,2.0,16.8585
2025-05-20,3.0,16.3685
2025-05-20,5.0,16.0062
2025-05-20,7.0,15.8739
2025-05-20,10.0,15.7684
2025-05-20,15.0,15.6419
2025-05-20,20.0,15.5719
2025-05-21,0.25,20.4918
2025-05-21,0.5,19.6246
2025-05-21,0.75,18.9374
2025-05-21,1.0,18.3886
2025-05-21,2.0,17.0521
2025-05-21,3.0,16.4212
2025-05-21,5.0,15.9672
2025-05-21,7.0,15.8419
2025-05-21,10.0,15.7585
2025-05-21,15.0,15.6317
2025-05-21,20.0,15.5483
2025-05-22,0.25,20.458
2025-05-22,0.5,19.4522
2025-05-22,0.75,18.6772
2025-05-22,1.0,18.0773
2025-05-22,2.0,16.7319
2025-05-22,3.0,16.2007
2025-05-22,5.0,15.8936
2025-05-22,7.0,15.8336
2025-05-22,10.0,15.7951
2025-05-22,15.0,15.7155
2025-05-22,20.0,15.6666
2025-05-23,0.25,20.5425
2025-05-23,0.5,19.6644
2025-05-23,0.75,18.946
2025-05-23,1.0,18.3556
2025-05-23,2.0,16.8647
2025-05-23,3.0,16.1768
2025-05-23,5.0,15.7796
2025-05-23,7.0,15.7527
2025-05-23,10.0,15.7693
2025-05-23,15.0,15.7496
2025-05-23,20.0,15.7294
2025-05-26,0.25,20.4018
2025-05-26,0.5,19.3501
2025-05-26,0.75,18.577
2025-05-26,1.0,18.0055
2025-05-26,2.0,16.8163
2025-05-26,3.0,16.3487
2025-05-26,5.0,16.05
2025-05-26,7.0,15.9674
2025-05-26,10.0,15.9163
2025-05-26,15.0,15.8615
2025-05-26,20.0,15.8375
2025-05-27,0.25,20.1858
2025-05-27,0.5,19.2108
2025-05-27,0.75,18.4847
2025-05-27,1.0,17.9411
2025-05-27,2.0,16.7928
2025-05-27,3.0,16.3563
2025-05-27,5.0,16.0778
2025-05-27,7.0,15.9943
2025-05-27,10.0,15.9287
2025-05-27,15.0,15.8282
2025-05-27,20.0,15.7774
2025-05-28,0.25,19.8202
2025-05-28,0.5,18.3976
2025-05-28,0.75,17.5245
2025-05-28,1.0,16.9942
2025-05-28,2.0,16.2638
2025-05-28,3.0,16.0633
2025-05-28,5.0,15.9211
2025-05-28,7.0,15.8716
2025-05-28,10.0,15.8469
2025-05-28,15.0,15.8182
2025-05-28,20.0,15.7997
2025-05-29,0.25,20.0726
2025-05-29,0.5,19.0183
2025-05-29,0.75,18.2361
2025-05-29,1.0,17.652
2025-05-29,2.0,16.4327
2025-05-29,3.0,16.0004
2025-05-29,5.0,15.7727
2025-05-29,7.0,15.7327
2025-05-29,10.0,15.705
2025-05-29,15.0,15.6373
2025-05-29,20.0,15.5892
2025-05-30,0.25,20.0412
2025-05-30,0.5,18.8408
2025-05-30,0.75,18.006
2025-05-30,1.0,17.4176
2025-05-30,2.0,16.2742
2025-05-30,3.0,15.8505
2025-05-30,5.0,15.5843
2025-05-30,7.0,15.5289
2025-05-30,10.0,15.5084
2025-05-30,15.0,15.4576
2025-05-30,20.0,15.4125
2025-06-02,0.25,20.0873
2025-06-02,0.5,18.8426
2025-06-02,0.75,17.9604
2025-06-02,1.0,17.3314
2025-06-02,2.0,16.126
2025-06-02,3.0,15.731
2025-06-02,5.0,15.5086
2025-06-02,7.0,15.4509
2025-06-02,10.0,15.4078
2025-06-02,15.0,15.3328
2025-06-02,20.0,15.2954
2025-06-03,0.25,20.0482
2025-06-03,0.5,18.6429
2025-06-03,0.75,17.6786
2025-06-03,1.0,17.0102
2025-06-03,2.0,15.8074
2025-06-03,3.0,15.4744
2025-06-03,5.0,15.3362
2025-06-03,7.0,15.3213
2025-06-03,10.0,15.3011
2025-06-03,15.0,15.2314
2025-06-03,20.0,15.1855
2025-06-04,0.25,19.98
2025-06-04,0.5,18.6708
2025-06-04,0.75,17.7353
2025-06-04,1.0,17.0604
2025-06-04,2.0,15.7599
2025-06-04,3.0,15.3735
2025-06-04,5.0,15.2
2025-06-04,7.0,15.1741
2025-06-04,10.0,15.1526
2025-06-04,15.0,15.0653
2025-06-04,20.0,15.0147
2025-06-05,0.25,19.5904
2025-06-05,0.5,18.1941
2025-06-05,0.75,17.284
2025-06-05,1.0,16.6818
2025-06-05,2.0,15.669
2025-06-05,3.0,15.3887
2025-06-05,5.0,15.2327
2025-06-05,7.0,15.1732
2025-06-05,10.0,15.0939
2025-06-05,15.0,14.9901
2025-06-05,20.0,14.9428
2025-06-06,0.25,19.2754
2025-06-06,0.5,18.1113
2025-06-06,0.75,17.3487
2025-06-06,1.0,16.8389
2025-06-06,2.0,15.9555
2025-06-06,3.0,15.6543
2025-06-06,5.0,15.4281
2025-06-06,7.0,15.3477
2025-06-06,10.0,15.3029
2025-06-06,15.0,15.2219
2025-06-06,20.0,15.1789
2025-06-09,0.25,19.464
2025-06-09,0.5,18.3778
2025-06-09,0.75,17.621
2025-06-09,1.0,17.0846
2025-06-09,2.0,16.0301
2025-06-09,3.0,15.6372
2025-06-09,5.0,15.3513
2025-06-09,7.0,15.2473
2025-06-09,10.0,15.1645
2025-06-09,15.0,15.0626
2025-06-09,20.0,15.0113
2025-06-10,0.25,19.7476
2025-06-10,0.5,18.5183
2025-06-10,0.75,17.6311
2025-06-10,1.0,16.9871
2025-06-10,2.0,15.7269
2025-06-10,3.0,15.3321
2025-06-10,5.0,15.1491
2025-06-10,7.0,15.1198
2025-06-10,10.0,15.0968
2025-06-10,15.0,15.0381
2025-06-10,20.0,15.0029
2025-06-11,0.25,19.1035
2025-06-11,0.5,18.2746
2025-06-11,0.75,17.614
2025-06-11,1.0,17.0859
2025-06-11,2.0,15.8353
2025-06-11,3.0,15.3162
2025-06-11,5.0,15.0369
2025-06-11,7.0,15.0192
2025-06-11,10.0,15.0377
2025-06-11,15.0,15.0169
2025-06-11,20.0,14.9944
2025-06-13,0.25,19.5168
2025-06-13,0.5,17.9909
2025-06-13,0.75,17.0281
2025-06-13,1.0,16.4147
2025-06-13,2.0,15.4677
2025-06-13,3.0,15.2272
2025-06-13,5.0,15.0708
2025-06-13,7.0,15.0116
2025-06-13,10.0,14.9774
2025-06-13,15.0,14.9283
2025-06-13,20.0,14.9079
2025-06-16,0.25,18.4907
2025-06-16,0.5,17.8686
2025-06-16,0.75,17.3644
2025-06-16,1.0,16.955
2025-06-16,2.0,15.9491
2025-06-16,3.0,15.5018
2025-06-16,5.0,15.211
2025-06-16,7.0,15.1435
2025-06-16,10.0,15.1011
2025-06-16,15.0,15.0434
2025-06-16,20.0,15.0124
2025-06-17,0.25,19.2103
2025-06-17,0.5,18.3355
2025-06-17,0.75,17.6636
2025-06-17,1.0,17.1449
2025-06-17,2.0,15.9895
2025-06-17,3.0,15.5398
2025-06-17,5.0,15.2622
2025-06-17,7.0,15.1807
2025-06-17,10.0,15.1076
2025-06-17,15.0,15.0156
2025-06-17,20.0,14.9693
2025-06-18,0.25,18.8505
2025-06-18,0.5,18.0371
2025-06-18,0.75,17.3955
2025-06-18,1.0,16.8866
2025-06-18,2.0,15.7085
2025-06-18,3.0,15.2603
2025-06-18,5.0,15.054
2025-06-18,7.0,15.0695
2025-06-18,10.0,15.12
2025-06-18,15.0,15.1191
2025-06-18,20.0,15.0909
2025-06-19,0.25,18.7872
2025-06-19,0.5,17.9516
2025-06-19,0.75,17.2955
2025-06-19,1.0,16.779
2025-06-19,2.0,15.6026
2025-06-19,3.0,15.1595
2025-06-19,5.0,14.9476
2025-06-19,7.0,14.9437
2025-06-19,10.0,14.9667
2025-06-19,15.0,14.9538
2025-06-19,20.0,14.9336
2025-06-20,0.25,19.0997
2025-06-20,0.5,18.1265
2025-06-20,0.75,17.3782
2025-06-20,1.0,16.8015
2025-06-20,2.0,15.5403
2025-06-20,3.0,15.0915
2025-06-20,5.0,14.9172
2025-06-20,7.0,14.9433
2025-06-20,10.0,14.9825
2025-06-20,15.0,14.9724
2025-06-20,20.0,14.9518
2025-06-23,0.25,17.8296
2025-06-23,0.5,17.2376
2025-06-23,0.75,16.7622
2025-06-23,1.0,16.3807
2025-06-23,2.0,15.4763
2025-06-23,3.0,15.1156
2025-06-23,5.0,14.9753
2025-06-23,7.0,15.023
2025-06-23,10.0,15.0938
2025-06-23,15.0,15.1221
2025-06-23,20.0,15.1248
2025-06-24,0.25,17.5448
2025-06-24,0.5,17.0053
2025-06-24,0.75,16.5759
2025-06-24,1.0,16.2344
2025-06-24,2.0,15.442
2025-06-24,3.0,15.1386
2025-06-24,5.0,15.0139
2025-06-24,7.0,15.0381
2025-06-24,10.0,15.0796
2025-06-24,15.0,15.0867
2025-06-24,20.0,15.0823
2025-06-25,0.25,17.5613
2025-06-25,0.5,16.9405
2025-06-25,0.75,16.4509
2025-06-25,1.0,16.0654
2025-06-25,2.0,15.1951
2025-06-25,3.0,14.8878
2025-06-25,5.0,14.8154
2025-06-25,7.0,14.8874
2025-06-25,10.0,14.9654
2025-06-25,15.0,14.9977
2025-06-25,20.0,15.0053
2025-06-26,0.25,17.7473
2025-06-26,0.5,16.8398
2025-06-26,0.75,16.1911
2025-06-26,1.0,15.7287
2025-06-26,2.0,14.8972
2025-06-26,3.0,14.7287
2025-06-26,5.0,14.7814
2025-06-26,7.0,14.8686
2025-06-26,10.0,14.9406
2025-06-26,15.0,14.9664
2025-06-26,20.0,14.9702
2025-06-27,0.25,17.3883
2025-06-27,0.5,16.5982
2025-06-27,0.75,16.0105
2025-06-27,1.0,15.5754
2025-06-27,2.0,14.731
2025-06-27,3.0,14.5312
2025-06-27,5.0,14.601
2025-06-27,7.0,14.7318
2025-06-27,10.0,14.8503
2025-06-27,15.0,14.9102
2025-06-27,20.0,14.928
2025-06-30,0.25,17.2953
2025-06-30,0.5,16.4473
2025-06-30,0.75,15.8386
2025-06-30,1.0,15.4032
2025-06-30,2.0,14.6173
2025-06-30,3.0,14.4592
2025-06-30,5.0,14.5152
2025-06-30,7.0,14.6023
2025-06-30,10.0,14.6737
2025-06-30,15.0,14.7023
2025-06-30,20.0,14.7075
2025-07-01,0.25,17.2434
2025-07-01,0.5,16.4029
2025-07-01,0.75,15.805
2025-07-01,1.0,15.3805
2025-07-01,2.0,14.6209
2025-07-01,3.0,14.4656
2025-07-01,5.0,14.5256
2025-07-01,7.0,14.6218
2025-07-01,10.0,14.6969
2025-07-01,15.0,14.7065
2025-07-01,20.0,14.6952
2025-07-02,0.25,16.5413
2025-07-02,0.5,15.9856
2025-07-02,0.75,15.572
2025-07-02,1.0,15.2621
2025-07-02,2.0,14.6303
2025-07-02,3.0,14.4292
2025-07-02,5.0,14.4381
2025-07-02,7.0,14.5354
2025-07-02,10.0,14.6273
2025-07-02,15.0,14.6645
2025-07-02,20.0,14.6718
2025-07-03,0.25,16.4375
2025-07-03,0.5,15.8788
2025-07-03,0.75,15.4637
2025-07-03,1.0,15.1563
2025-07-03,2.0,14.5594
2025-07-03,3.0,14.4209
2025-07-03,5.0,14.4777
2025-07-03,7.0,14.5758
2025-07-03,10.0,14.6594
2025-07-03,15.0,14.6878
2025-07-03,20.0,14.692
2025-07-04,0.25,16.5204
2025-07-04,0.5,15.9897
2025-07-04,0.75,15.5874
2025-07-04,1.0,15.2828
2025-07-04,2.0,14.6524
2025-07-04,3.0,14.4693
2025-07-04,5.0,14.4898
2025-07-04,7.0,14.5847
2025-07-04,10.0,14.6644
2025-07-04,15.0,14.6715
2025-07-04,20.0,14.6602
2025-07-07,0.25,16.2577
2025-07-07,0.5,15.731
2025-07-07,0.75,15.3502
2025-07-07,1.0,15.0764
2025-07-07,2.0,14.58
2025-07-07,3.0,14.4835
2025-07-07,5.0,14.547
2025-07-07,7.0,14.6302
2025-07-07,10.0,14.6971
2025-07-07,15.0,14.7117
2025-07-07,20.0,14.7078
2025-07-08,0.25,16.2134
2025-07-08,0.5,15.7245
2025-07-08,0.75,15.3638
2025-07-08,1.0,15.099
2025-07-08,2.0,14.5939
2025-07-08,3.0,14.4794
2025-07-08,5.0,14.5309
2025-07-08,7.0,14.6178
2025-07-08,10.0,14.6938
2025-07-08,15.0,14.7131
2025-07-08,20.0,14.7101
2025-07-09,0.25,16.2526
2025-07-09,0.5,15.694
2025-07-09,0.75,15.3371
2025-07-09,1.0,15.1091
2025-07-09,2.0,14.7704
2025-07-09,3.0,14.7116
2025-07-09,5.0,14.7244
2025-07-09,7.0,14.7561
2025-07-09,10.0,14.7763
2025-07-09,15.0,14.742
2025-07-09,20.0,14.7164
2025-07-10,0.25,15.9795
2025-07-10,0.5,15.4405
2025-07-10,0.75,15.1006
2025-07-10,1.0,14.8876
2025-07-10,2.0,14.5992
2025-07-10,3.0,14.5793
2025-07-10,5.0,14.625
2025-07-10,7.0,14.6656
2025-07-10,10.0,14.6925
2025-07-10,15.0,14.6647
2025-07-10,20.0,14.6429
2025-07-11,0.25,16.131
2025-07-11,0.5,15.6182
2025-07-11,0.75,15.2681
2025-07-11,1.0,15.0303
2025-07-11,2.0,14.6473
2025-07-11,3.0,14.5918
2025-07-11,5.0,14.632
2025-07-11,7.0,14.6763
2025-07-11,10.0,14.7071
2025-07-11,15.0,14.6942
2025-07-11,20.0,14.681
2025-07-14,0.25,15.8825
2025-07-14,0.5,15.3669
2025-07-14,0.75,15.0497
2025-07-14,1.0,14.854
2025-07-14,2.0,14.5865
2025-07-14,3.0,14.555
2025-07-14,5.0,14.581
2025-07-14,7.0,14.6143
2025-07-14,10.0,14.6378
2025-07-14,15.0,14.6169
2025-07-14,20.0,14.593
2025-07-15,0.25,15.7264
2025-07-15,0.5,15.213
2025-07-15,0.75,14.8874
2025-07-15,1.0,14.6806
2025-07-15,2.0,14.3787
2025-07-15,3.0,14.3336
2025-07-15,5.0,14.3414
2025-07-15,7.0,14.3598
2025-07-15,10.0,14.3699
2025-07-15,15.0,14.3366
2025-07-15,20.0,14.3087
2025-07-16,0.25,14.7254
2025-07-16,0.5,14.4091
2025-07-16,0.75,14.2336
2025-07-16,1.0,14.1411
2025-07-16,2.0,14.0848
2025-07-16,3.0,14.1337
2025-07-16,5.0,14.2125
2025-07-16,7.0,14.2618
2025-07-16,10.0,14.2989
2025-07-16,15.0,14.2899
2025-07-16,20.0,14.2726
2025-07-17,0.25,14.2695
2025-07-17,0.5,14.1007
2025-07-17,0.75,14.0189
2025-07-17,1.0,13.9865
2025-07-17,2.0,14.0229
2025-07-17,3.0,14.0904
2025-07-17,5.0,14.1752
2025-07-17,7.0,14.2235
2025-07-17,10.0,14.2564
2025-07-17,15.0,14.2438
2025-07-17,20.0,14.2313
2025-07-18,0.25,14.0354
2025-07-18,0.5,13.9101
2025-07-18,0.75,13.8446
2025-07-18,1.0,13.8173
2025-07-18,2.0,13.8616
2025-07-18,3.0,13.9542
